signal_month,month,period,maximum_feature_month,gross_return,turnover,scheduled_rebalance,missing_forward_return_weight,net_return_20bps,proxy_net_return,holdings,raw_rank_ic,rank_ic,long_short_gross_return,diagnostic_long_turnover,diagnostic_short_turnover,diagnostic_long_missing_forward_return_weight,diagnostic_short_missing_forward_return_weight,long_short_turnover,long_short_net_return_20bps,long_short_proxy_net_return,diagnostic_long_names,diagnostic_short_names
2018-11-30,2018-12-31,development,2018-11-30,-0.03975225768051254,0.13919413919413917,False,0.0,-0.040030645958900817,-0.040709938976734306,273,0.15526480791720448,0.15526480791720448,0.02284131912745288,0.22965052911376924,0.08173785929966806,0.0,0.0,0.3113883884134373,0.022218542350626005,0.02038216944495358,238,238
2018-12-31,2019-01-31,development,2018-12-31,0.0010890686262654055,0.08029197080291972,False,0.0,0.0009284846846595661,0.0005706636818180029,274,0.2893660306652343,0.2893660306652343,0.03641413018004982,0.13964182640174835,0.07395379777455253,0.0,0.0,0.2135956241763009,0.035986938931697215,0.03498414814803523,242,242
2019-01-31,2019-02-28,development,2019-01-31,0.1909335631876179,0.3659420289855072,True,0.0,0.1902016791296469,0.1887395733626005,276,-0.17088425356313391,-0.17088425356313391,-0.07738206182569002,0.32707737953480986,0.38529891376253605,0.0,0.0,0.7123762932973459,-0.07880681441228471,-0.08202072970911353,241,241
2019-02-28,2019-03-31,development,2019-02-28,0.09385877968859123,0.09782608695652174,False,0.0,0.09366312751467819,0.09325866377215236,276,0.10368719791401165,0.10368719791401165,-0.03287764860440823,0.15405868073810128,0.10611503787214986,0.0,0.0,0.2601737186102511,-0.03339799604162873,-0.03449350967235632,244,244
2019-03-31,2019-04-30,development,2019-03-31,-0.027604402092720835,0.05776173285198555,False,0.0,-0.027719925558424806,-0.02793806326557766,277,0.2879360947674245,0.2879360947674245,0.039476929141968944,0.08817497590697122,0.045822685584832594,0.0,0.0,0.1339976614918038,0.03920893381898534,0.03870065526611532,244,244
2019-04-30,2019-05-31,development,2019-04-30,-0.04507368949230108,0.35018050541516244,True,0.0,-0.04577405050313141,-0.04701814585259434,275,0.1336673634301033,0.1336673634301033,0.012225596979292916,0.3782884686191107,0.4999660031042192,0.0,0.0,0.8782544717233298,0.010469088035846256,0.006870458717749343,241,241
2019-05-31,2019-06-30,development,2019-05-31,0.018620723665800455,0.13454545454545452,False,0.0,0.018351632756709545,0.017781639274522653,274,0.23538779803209522,0.23538779803209522,0.04128078787295347,0.18251415500224014,0.10747331612383516,0.0,0.0,0.2899874711260753,0.040700812930701324,0.03923280304183456,242,242
2019-06-30,2019-07-31,development,2019-06-30,-0.007436018234335266,0.07971014492753621,False,0.0,-0.007595438524190338,-0.007941470532332007,276,0.18591717555073364,0.18591717555073364,0.025745633907252433,0.09839592117571785,0.06545535977394848,0.0,0.0,0.16385128094966633,0.0254179313453531,0.02467464089871829,245,245
2019-07-31,2019-08-31,development,2019-07-31,-0.01855510606521209,0.33574007220216606,True,0.0,-0.019226586209616422,-0.02048328590307238,277,-0.049019183234977344,-0.049019183234977344,-0.01905537103878388,0.40340241209694255,0.3890429893654868,0.0,0.0,0.7924454014624294,-0.020640261841708737,-0.024086496271720173,243,243
2019-08-31,2019-09-30,development,2019-08-31,0.012859121580671354,0.06115107913669064,False,0.0,0.012736819422397972,0.012473437287869848,278,0.12863372331876458,0.12863372331876458,0.00849114028271589,0.13654874691707364,0.10203228601172384,0.0,0.0,0.23858103292879748,0.008013978216858295,0.006835068225987641,248,248
2019-09-30,2019-10-31,development,2019-09-30,-0.004323894741696467,0.06093189964157709,False,0.0,-0.0044457585409796215,-0.004682820520238976,279,0.12484074957039056,0.12484074957039056,0.009745919390380641,0.1152112079399661,0.05517126603727911,0.0,0.0,0.1703824739772452,0.00940515444242615,0.008698140994528255,246,246
2019-10-31,2019-11-30,development,2019-10-31,-0.022001675343258247,0.34285714285714286,True,0.0,-0.022687389628972533,-0.023936526288652442,280,0.12033426628497015,0.12033426628497015,0.026350479803608714,0.36693398841619257,0.4153111289976342,0.0,0.0,0.7822451174138267,0.024785989568781062,0.021260713226442875,246,246
2019-11-30,2019-12-31,development,2019-11-30,0.08318691109255433,0.046428571428571444,False,0.0,0.08309405394969718,0.08290726944347225,279,0.057649885512145935,0.057649885512145935,0.009067068423753835,0.1752257579598343,0.06406965797033932,0.0,0.0,0.23929541593017362,0.008588477591893488,0.007427117915588739,248,248
2019-12-31,2020-01-31,development,2019-12-31,-0.0005179727174291401,0.07526881720430108,False,0.0,-0.0006685103518377423,-0.0009531831658286063,279,0.049156559035487976,0.049156559035487976,0.005030594328287827,0.08679809886917729,0.05565843621399177,0.0,0.0,0.14245653508316905,0.0047456812581214885,0.00417833963763087,247,247
2020-01-31,2020-02-29,development,2020-01-31,-0.0017659751644985287,0.16071428571428573,True,0.0,-0.0020874037359271003,-0.002637044058445758,280,-0.051954515220184426,-0.051954515220184426,-0.037504722589537215,0.13852365213841827,0.23349947310108132,0.0,0.0,0.3720231252394996,-0.03824876884001621,-0.03964019727137645,244,244
2020-02-29,2020-03-31,development,2020-02-29,-0.0368803285977583,0.06666666666666664,False,0.0,-0.03701366193109163,-0.03728734709569035,285,0.33679855100021966,0.33679855100021966,0.044936829600393906,0.10793577337694986,0.08592265577559696,0.0,0.0,0.1938584291525468,0.04454911274208881,0.04342231245869016,251,251
2020-03-31,2020-04-30,development,2020-03-31,0.021894564272124127,0.1083916083916084,False,0.0,0.02167778105534091,0.02120184511758201,286,0.08732534582258579,0.08732534582258579,-0.02883058095514357,0.18790791743025265,0.14062196802411306,0.0,0.0,0.3285298854543657,-0.0294876407260523,-0.031091840849085603,247,247
2020-04-30,2020-05-31,development,2020-04-30,0.008493559417444611,0.23776223776223776,True,0.0,0.008018034941920136,0.00712389744495596,285,0.05111795983733503,0.05111795983733503,0.02353481047135252,0.29850466311856677,0.3318793723793117,0.0,0.0,0.6303840354978785,0.022274042400356762,0.019553230840907144,250,250
2020-05-31,2020-06-30,development,2020-05-31,0.06812554365787138,0.08771929824561404,False,0.0,0.06795010506138015,0.06760735540687908,284,0.0185690353481899,0.0185690353481899,-0.028501874196744298,0.1645816755627127,0.10170902762814525,0.0,0.0,0.26629070319085796,-0.029034455603126015,-0.0301879103274287,251,251
2020-06-30,2020-07-31,development,2020-06-30,0.1451765229088297,0.07638888888888892,False,0.0,0.14502374513105193,0.14475828044589875,288,0.16757324207925217,0.16757324207925217,0.05585834221947432,0.17107816157078587,0.12056386882238276,0.0,0.0,0.2916420303931686,0.05527505815868798,0.05396751372730476,253,253
2020-07-31,2020-08-31,development,2020-07-31,0.04336049790783263,0.10847457627118642,True,0.0,0.04314354875529026,0.04277839530759681,295,0.2333534758496938,0.2333534758496938,0.025491853648304797,0.22148147607271973,0.18879819264680386,0.0,0.0,0.4102796687195236,0.02467129431086575,0.022872967715653853,264,264
2020-08-31,2020-09-30,development,2020-08-31,-0.07075479109691107,0.04729729729729726,False,0.0,-0.07084938569150567,-0.07102259145656994,296,0.07495124733441125,0.07495124733441125,0.01954700885174028,0.1618420582069306,0.1298071278825996,0.0,0.0,0.29164918608953017,0.01896371047956122,0.01774598635684756,259,259
2020-09-30,2020-10-31,development,2020-09-30,-0.0012376071255645333,0.07744107744107749,False,0.0,-0.0013924892804466882,-0.001676672092796982,297,-0.023088442232150515,-0.023088442232150515,0.033014418058281904,0.13444535655835968,0.12382388904525128,0.0,0.0,0.258269245603611,0.03249787956707468,0.03136633475495464,260,260
2020-10-31,2020-11-30,development,2020-10-31,0.0491465028881659,0.18855218855218858,True,0.0,0.04876939851106152,0.0480935007720855,296,0.21090191217428175,0.21090191217428175,0.054519571249857526,0.21544264702159438,0.33676891277510473,0.0,0.0,0.5522115597966991,0.05341514813026413,0.05108582653413582,264,264
2020-11-30,2020-12-31,development,2020-11-30,-0.03398038315607146,0.08695652173913047,False,0.0,-0.03415429619954972,-0.03446605877758258,299,0.029351395563307018,0.029351395563307018,-0.013800919797317734,0.13350109213112307,0.07617704363060397,0.0,0.0,0.20967813576172706,-0.014220276068841188,-0.015026182013998898,266,266
2020-12-31,2021-01-31,development,2020-12-31,-0.04800790546296611,0.0633333333333333,False,0.0,-0.04813457212963278,-0.04837340707435774,300,0.10098184655271385,0.10098184655271385,0.05138275117221814,0.09348422045790468,0.06045066045066046,0.0,0.0,0.15393488090856514,0.05107488141040101,0.050390841322440746,265,265
2021-01-31,2021-02-28,development,2021-01-31,0.05415496929112199,0.21523178807947024,True,0.0,0.05372450571496305,0.052903428892275284,302,0.25867291928956887,0.25867291928956887,0.038265438284989683,0.18282067090116624,0.28125839588687884,0.0,0.0,0.4640790667880451,0.03733728015141359,0.03549346586437782,266,266
2021-02-28,2021-03-31,development,2021-02-28,0.02179592138026749,0.06578947368421055,False,0.0,0.02166434243289907,0.021379507838333384,304,0.24304028106119116,0.24304028106119116,0.04276622654822779,0.12148117190686848,0.0636212858349081,0.0,0.0,0.18510245774177658,0.04239602163274423,0.041541463057938995,271,271
2021-03-31,2021-04-30,development,2021-03-31,-0.00977830260250298,0.0941558441558441,False,0.0,-0.00996661429081467,-0.010332930926337011,308,0.13840767219039848,0.13840767219039848,-0.004690443594461942,0.15386784819505775,0.10496875338608212,0.0,0.0,0.25883660158113986,-0.005208116797624222,-0.006328831328503198,270,270
2021-04-30,2021-05-31,development,2021-04-30,0.030775741086993713,0.37500000000000006,True,0.0,0.030025741086993712,0.02872574624550777,312,-0.1893034151639113,-0.1893034151639113,-0.06433674142687015,0.4313546185691171,0.42743286863197494,0.0,0.0,0.8587874872010921,-0.06605431640127234,-0.0696360580961444,275,275
2021-05-31,2021-06-30,development,2021-05-31,0.007998285321694347,0.1501597444089457,False,0.0,0.007697965832876456,0.007142770117974116,313,0.025984033863683,0.025984033863683,0.013550352312068189,0.23855690186537362,0.1113085310411514,0.0,0.0,0.34986543290652505,0.012850621446255138,0.0111601861083284,277,277
2021-06-30,2021-07-31,development,2021-06-30,-0.020180615079910764,0.12779552715654952,False,0.0,-0.020436206134223863,-0.020882243576205654,313,-0.03216471742346492,-0.03216471742346492,-0.03551159119392258,0.26098981169555335,0.10670198011107106,0.0,0.0,0.3676917918066244,-0.03624697477753583,-0.03782320011400358,275,275
2021-07-31,2021-08-31,development,2021-07-31,0.07937265348810782,0.07523510971786833,True,0.0,0.07922218326867209,0.07896609609341869,319,0.11639137002061956,0.11639137002061956,0.007915300048634867,0.11403860993644274,0.09928416526713739,0.0,0.0,0.21332277520358012,0.0074886544982277065,0.006705494841768385,282,282
2021-08-31,2021-09-30,development,2021-08-31,-0.004094792630603329,0.05864197530864198,False,0.0,-0.004212076581220613,-0.004404000584618059,324,0.2677985881328343,0.2677985881328343,0.0483828535325036,0.14065944445675282,0.06574884225734037,0.0,0.0,0.2064082867140932,0.04797003695907542,0.04713783687521045,289,289
2021-09-30,2021-10-31,development,2021-09-30,-0.02470164439235086,0.054711246200607876,False,0.0,-0.024811066884752073,-0.025009496743960823,329,0.060668385890150105,0.060668385890150105,-0.006384463895993432,0.18651177583936643,0.15317196343160114,0.0,0.0,0.33968373927096757,-0.007063831374535368,-0.008471615793342114,298,298
2021-10-31,2021-11-30,development,2021-10-31,0.05962143882104926,0.18484848484848485,True,0.0,0.05925174185135229,0.05859337390892874,330,0.03224013076828821,0.03224013076828821,-0.04704926414866173,0.19137945729414146,0.1651761965133581,0.0,0.0,0.35655565380749954,-0.04776237545627673,-0.04912793383481219,295,295
2021-11-30,2021-12-31,development,2021-11-30,0.06537322353027882,0.1021021021021021,False,0.0,0.0651690193260746,0.06481862321975794,333,0.32744401107900495,0.32744401107900495,0.06372653122437645,0.2266564263261297,0.09271540077312712,0.0,0.0,0.3193718270992568,0.06308778757017794,0.06167628770386561,300,300
2021-12-31,2022-01-31,development,2021-12-31,-0.0766827011058791,0.07038123167155425,False,0.0,-0.0768234635692222,-0.07705086921496067,341,0.2734667694966422,0.2734667694966422,0.07046183310761185,0.1481339581682831,0.09085156116256593,0.0,0.0,0.23898551933084902,0.06998386206895016,0.06902613692770174,309,309
2022-01-31,2022-02-28,selection,2022-01-31,0.0438008842801475,0.29394812680115273,True,0.0,0.0432129880265452,0.042235057013113475,347,0.02398889124890551,0.02398889124890551,-0.025389953423079502,0.39061295565955434,0.4617662773396079,0.0,0.0,0.8523792329991622,-0.027094711889077826,-0.030596558804164606,311,311
2022-02-28,2022-03-31,selection,2022-02-28,-0.04921908865995213,0.06571428571428568,False,0.0,-0.0493505172313807,-0.04958844266889887,350,-0.00804144726089811,-0.00804144726089811,0.010141784995851527,0.13008369036887343,0.08608303496837331,0.0,0.0,0.21616672533724673,0.009709451545177033,0.008821487973408286,314,314
2022-03-31,2022-04-30,selection,2022-03-31,-0.09920380158865157,0.06779661016949153,False,0.0,-0.09933939480899055,-0.09959104276968486,354,0.3149357038522108,0.3149357038522108,0.08571437138959297,0.08829983387436803,0.05481112565739895,0.0,0.0,0.14311095953176697,0.08542814947052943,0.08486631671385496,320,320
2022-04-30,2022-05-31,selection,2022-04-30,0.08752159176609876,0.15774647887323942,True,0.0,0.08720609880835228,0.08656938304100861,355,0.06793560033521273,0.06793560033521273,-0.002186094218878387,0.17773392962690934,0.2729569164535657,0.0,0.0,0.45069084608047505,-0.003087475911039337,-0.005139866459495195,318,318
2022-05-31,2022-06-30,selection,2022-05-31,0.05211734081025374,0.07042253521126761,False,0.0,0.0519764957398312,0.05168242685487456,355,-0.0017387998564379619,-0.0017387998564379619,-0.028753295607508465,0.10506526470189373,0.08526442805027194,0.0,0.0,0.19032969275216566,-0.029133954993012797,-0.02995668496237129,318,318
2022-06-30,2022-07-31,selection,2022-06-30,0.010215088589982178,0.07734806629834258,False,0.0,0.010060392457385494,0.009800165621667105,362,0.07272978710687027,0.07272978710687027,0.0039007703247477465,0.1394346949991565,0.08761644026291825,0.0,0.0,0.22705113526207477,0.003446668054223597,0.002579351506533674,329,329
2022-07-31,2022-08-31,selection,2022-07-31,-0.0055803470622935395,0.3736263736263736,True,0.0,-0.0063275998095462865,-0.007515619748791806,364,0.3224663489124515,0.3224663489124515,0.049883059204626476,0.39221881935961184,0.437872427063081,0.0,0.0,0.8300912464226928,0.04822287671178109,0.044915970625237646,329,329
2022-08-31,2022-09-30,selection,2022-08-31,-0.0714759331021559,0.1098901098901099,False,0.0,-0.07169571332193612,-0.07206968992444607,364,0.20280459443461316,0.20280459443461316,0.0515193426293174,0.16609809271481463,0.07701184350004643,0.0,0.0,0.24310993621486104,0.05103312275688768,0.05010396780933106,332,332
2022-09-30,2022-10-31,selection,2022-09-30,0.011613344065555978,0.07103825136612026,False,0.0,0.011471267562823738,0.01121182605383457,366,0.07509274550703046,0.07509274550703046,-0.02394247828579181,0.09481641361154824,0.087312609458308,0.0,0.0,0.18212902306985623,-0.024306736331931523,-0.024992920390326724,331,331
2022-10-31,2022-11-30,selection,2022-10-31,0.08752797849780017,0.33062330623306235,True,0.0,0.08686673188533404,0.08569708144951167,369,0.18638158260623172,0.18638158260623172,-0.00267079484607792,0.4412304554778712,0.38923049030718876,0.0,0.0,0.83046094578506,-0.00433171673764804,-0.007974120522158007,334,334
2022-11-30,2022-12-31,selection,2022-11-30,-0.02060143156848388,0.11466666666666668,False,0.0,-0.020830764901817216,-0.021215959363638435,375,0.17522819997342257,0.17522819997342257,-0.003460531559780683,0.17515955340177375,0.053004903858562394,0.0,0.0,0.22816445726033613,-0.0039168604743013554,-0.004893200489281093,341,341
2022-12-31,2023-01-31,selection,2022-12-31,0.06558743678523674,0.03703703703703705,False,0.0,0.06551336271116266,0.06539524681968786,378,0.11622951222044255,0.11622951222044255,-0.010082149132973797,0.10298328012158209,0.0833719354372303,0.0,0.0,0.1863552155588124,-0.010454859564091422,-0.011142181320859057,345,345
2023-01-31,2023-02-28,selection,2023-01-31,0.04553273465241577,0.3115183246073298,True,0.0,0.04490969800320111,0.0440072320850273,382,0.27281464515875464,0.27281464515875464,0.038892050402690705,0.3405467644628526,0.38738734683635684,0.0,0.0,0.7279341112992095,0.03743618218009229,0.03483233082385289,348,348
2023-02-28,2023-03-31,selection,2023-02-28,0.010141641862044663,0.07272727272727275,False,0.0,0.009996187316590117,0.009786694559014748,385,0.1619141124141428,0.1619141124141428,0.022632363047126926,0.13414949819063549,0.0894469815098974,0.0,0.0,0.22359647970053287,0.022185170087725862,0.021471532438820443,348,348
2023-03-31,2023-04-30,selection,2023-03-31,0.00644781097948561,0.03856041131105402,False,0.0,0.006370690156863501,0.0062527172479355814,389,0.10314002108729524,0.10314002108729524,0.06738764286083078,0.11591758868045694,0.09871840715722245,0.0,0.0,0.2146359958376794,0.06695837086915542,0.06622546468313101,355,355
2023-04-30,2023-05-31,selection,2023-04-30,0.002880301781785804,0.35038363171355497,True,0.0,0.002179534518358694,0.0010704296441466957,391,0.12973336951804024,0.12973336951804024,0.01543022478483921,0.32028038834370626,0.44855884554749403,0.0,0.0,0.7688392338912002,0.01389254631705681,0.010963044304096906,356,356
2023-05-31,2023-06-30,selection,2023-05-31,0.014816632308652164,0.0869565217391304,False,0.0,0.014642719265173904,0.014335202915973868,390,0.029583933426620378,0.029583933426620378,0.010007062635449294,0.14099735958975512,0.08124960924078282,0.0,0.0,0.22224696883053796,0.009562568697788218,0.008608928719050713,357,357
2023-06-30,2023-07-31,selection,2023-06-30,0.027131213810863756,0.06818181818181815,False,0.0,0.02699485017450012,0.02678509960385189,396,0.32157313903429197,0.32157313903429197,0.03490600353517662,0.092667183597056,0.05473172536478122,0.0,0.0,0.14739890896183722,0.03461120571725295,0.034126700176141174,362,362
2023-07-31,2023-08-31,selection,2023-07-31,-0.04776001141220454,0.29722921914357686,True,0.0,-0.048354469850491695,-0.04923482460289567,397,0.09058764521685268,0.09058764521685268,0.009633302163322068,0.2719102122095057,0.456398826671221,0.0,0.0,0.7283090388807267,0.008176684085560614,0.005452188821174824,363,363
2023-08-31,2023-09-30,selection,2023-08-31,0.0009317362262367235,0.07304785894206549,False,0.0025188916876574307,0.0007856405083525925,0.0005418994371019679,397,0.20109632737395403,0.20109632737395403,0.021126665923380954,0.07341744868535983,0.060871928463320735,0.0,0.0,0.13428937714868056,0.02085808716908359,0.02040207617545323,362,362
2023-09-30,2023-10-31,selection,2023-09-30,-0.014097492013892127,0.04010025062656643,False,0.0,-0.01417769251514526,-0.014304825089063833,399,-0.031255815313690684,-0.031255815313690684,-0.01713773639760907,0.11740721231630323,0.10119825735136741,0.0,0.0,0.21860546966767064,-0.017574947336944414,-0.018417827919798298,362,362
2023-10-31,2023-11-30,selection,2023-10-31,0.024776623712000626,0.25373134328358204,True,0.0,0.024269161025433462,0.023447700147849478,402,0.07174234715036709,0.07174234715036709,-0.010490187785011495,0.2483118071684315,0.3303576213618561,0.0,0.0,0.5786694285302876,-0.01164752664207207,-0.013902259862563274,365,365
2023-11-30,2023-12-31,selection,2023-11-30,-0.02311902982070932,0.07425742574257424,False,0.0,-0.023267544672194468,-0.02350375240661715,404,0.1240683011146999,0.1240683011146999,0.023266448042798753,0.14598041172506093,0.10101569239148248,0.0,0.0,0.2469961041165434,0.022772455834565667,0.021633799664353113,372,372
2023-12-31,2024-01-31,selection,2023-12-31,-0.10510090787048194,0.09068627450980393,False,0.0,-0.10528228041950155,-0.10554980953220786,408,0.38218639462289344,0.38218639462289344,0.12940563275807856,0.12907528125816484,0.0965483847930592,0.0,0.0,0.22562366605122403,0.12895438542597612,0.12809489801903198,375,375
2024-01-31,2024-02-29,retrospective_test,2024-01-31,0.06658220828241967,0.2116788321167883,True,0.0,0.0661588506181861,0.065407274171759,411,-0.05459647749908898,-0.05459647749908898,-0.004805663532390099,0.2748611887171209,0.26634211833364374,0.0,0.0,0.5412033070507647,-0.005888070146491628,-0.008161895148334736,379,379
2024-02-29,2024-03-31,retrospective_test,2024-02-29,0.03583607150320445,0.05783132530120479,False,0.0,0.03572040885260204,0.03549523512368302,415,0.15927118410746144,0.15927118410746144,0.017964799767302954,0.07296830814029219,0.06374855287617003,0.0,0.0,0.13671686101646222,0.01769136604527003,0.017047365491148034,380,380
2024-03-31,2024-04-30,retrospective_test,2024-03-31,0.029206220101932835,0.07913669064748209,False,0.0,0.02904794672063787,0.028736353676087924,417,0.3726821928074163,0.3726821928074163,0.09573870559826428,0.12522563944387588,0.07895676308358117,0.0,0.0,0.20418240252745706,0.09533034079320936,0.09435742472087076,382,382
2024-04-30,2024-05-31,retrospective_test,2024-04-30,-0.01142757504138082,0.3213429256594724,True,0.0,-0.012070260892699764,-0.013202405085870578,417,0.09204604531555889,0.09204604531555889,0.04921596219837878,0.32642294593444016,0.47765219242230733,0.0,0.0,0.8040751383567475,0.047607811921665286,0.043855632349871165,385,385
2024-05-31,2024-06-30,retrospective_test,2024-05-31,-0.06460127737947009,0.07194244604316548,False,0.0,-0.06474516227155643,-0.06501089061096885,414,0.1124662372495726,0.1124662372495726,0.022439993731774244,0.12839865351715674,0.13706717507648292,0.0,0.0,0.26546582859363965,0.021909062074586965,0.020761286892480423,378,378
2024-06-30,2024-07-31,retrospective_test,2024-06-30,-0.004080453460298788,0.06474820143884892,False,0.0,-0.004209949863176486,-0.004447570609522367,417,0.0879600724038827,0.0879600724038827,0.006434495943521346,0.14171707872606037,0.09227620910300967,0.0,0.0,0.23399328782907003,0.005966509367863206,0.004908933710630817,384,384
2024-07-31,2024-08-31,retrospective_test,2024-07-31,-0.030440207767843622,0.26139088729016785,True,0.0,-0.03096298954242396,-0.03190238239231391,417,0.22571959098562563,0.22571959098562563,0.039636771691119864,0.259359122485438,0.39873478091326137,0.0,0.002551020408163265,0.6580939033986994,0.03832058388432247,0.03511401797308156,381,381
2024-08-31,2024-09-30,retrospective_test,2024-08-31,0.2081382612109952,0.07673860911270988,False,0.0,0.2079847839927698,0.2076891286403584,416,-0.0883635502369069,-0.0883635502369069,-0.0694087289794936,0.11882553566666867,0.06509503880274557,0.0,0.0,0.18392057446941423,-0.06977657012843243,-0.07057399510195118,380,380
2024-09-30,2024-10-31,retrospective_test,2024-09-30,0.00570732779555965,0.038461538461538464,False,0.0,0.005630404718636573,0.005485841134056283,416,-0.23782510488944703,-0.23782510488944703,-0.16909573073279388,0.08473908745687331,0.07693389523698055,0.0,0.0,0.16167298269385386,-0.1694190766981816,-0.17016421717552385,378,378
2024-10-31,2024-11-30,retrospective_test,2024-10-31,0.0408976498787187,0.12918660287081343,True,0.0,0.04063927667297708,0.040172710747910026,418,0.17690823711567524,0.17690823711567524,0.016841648803045048,0.16920204151677232,0.1620058265657177,0.0,0.0,0.33120786808249003,0.01617923306688007,0.014677403252472299,384,384
2024-11-30,2024-12-31,retrospective_test,2024-11-30,-0.004567802595517937,0.07416267942583732,False,0.0,-0.004716127954369612,-0.004969953186779165,418,0.4198658247880755,0.4198658247880755,0.07134734822968941,0.14662978058400883,0.055285436669122175,0.0,0.0,0.201915217253131,0.07094351779518315,0.07013477608699514,381,381
2024-12-31,2025-01-31,retrospective_test,2024-12-31,-0.01795575705127669,0.042959427207637194,False,0.0,-0.018041675905691966,-0.018176231465048254,419,0.14070657086904945,0.14070657086904945,0.037558420634451695,0.13555225110560898,0.10332363664015241,0.0,0.0,0.2388758877457614,0.03708066885896017,0.0362293205900877,384,384
2025-01-31,2025-02-28,retrospective_test,2025-01-31,0.04025785084575234,0.25059665871121717,True,0.0,0.03975665752832991,0.03896563813739151,419,-0.17445338726182466,-0.17445338726182466,-0.09864886667840472,0.21281793950966882,0.31273396785614826,0.0,0.0,0.525551907365817,-0.09969997049313636,-0.10156331893093848,379,379
2025-02-28,2025-03-31,retrospective_test,2025-02-28,0.01900344978142549,0.09285714285714285,False,0.0,0.018817735495711203,0.01851984580990846,420,0.373437380141692,0.373437380141692,0.0664383628112042,0.14141629384171223,0.07956882610275165,0.0,0.0,0.22098511994446388,0.06599639257131527,0.06518879217444855,382,382
2025-03-31,2025-04-30,retrospective_test,2025-03-31,-0.037392731238771904,0.07857142857142858,False,0.0,-0.03754987409591476,-0.03779114760426982,420,0.02389930613443824,0.02389930613443824,0.025097800910011465,0.15952013884324792,0.10556895943656858,0.0,0.0,0.2650890982798165,0.024567622713451833,0.023639266831532176,385,385
