signal_month,market_beta_exposure,size_exposure,volatility_exposure,liquidity_exposure,value_exposure,reversal_exposure,industry_exposure
2020-05-31,0.9303495701584323,15.989525739727343,0.2781173450263815,18.056586216892605,0.299403605007091,0.1300404035855399,0.07141735491632228
2020-06-30,0.9066218315889808,16.068111499622994,0.27519504380336557,18.267935271774203,0.29681232479579167,0.10541170474180697,0.06883164398982035
2020-07-31,0.8753484759462549,16.235211196607704,0.48606354705722726,19.09182627075664,0.29302359333289574,0.08594086819440312,0.059123959419331906
2020-08-31,0.8153648036999657,16.30006102234735,0.37046487186233973,18.86791921421529,0.2960723927752017,0.0703755442529674,0.05867036594014088
2020-09-30,0.8684786695030866,16.143846164715324,0.3100559371466001,18.332441667623666,0.28345271981207576,0.10768345713991935,0.04302768877287252
2020-10-31,0.8852107518884396,16.061365928516974,0.295791836578733,18.030764261850116,0.2938735132639171,0.08079470653481843,0.046282302856116515
2020-11-30,0.9033643582397253,16.14970485543078,0.26014493935349126,18.214793696160637,0.2937466110483779,0.061818286932534605,0.0668176724557098
2020-12-31,0.9190161917781384,16.12781430998136,0.3179833869610349,18.22945675655128,0.30037107130359064,0.10685886647502155,0.064858492138963
2021-01-31,0.9367121017857569,15.946171313848915,0.36779684679096397,18.19835213395652,0.2966898300452435,0.09055683176868781,0.06066601914114142
2021-02-28,0.9177030283448068,16.042425650265685,0.3738002211890712,18.09136755507797,0.29322351388225026,-0.0029109080554315155,0.0693767721565966
2021-03-31,0.9324683892731138,16.11720421621216,0.30173520261458187,18.126270481922695,0.29585721565129197,0.00454003505476075,0.060490299319198776
2021-04-30,0.8994483310503771,16.214082367083428,0.28890246143635795,18.08869524613487,0.29404782078636227,0.12104656218764565,0.0516126816816202
2021-05-31,0.830743001273309,16.452866380553512,0.2845731383517506,18.303919217498272,0.2943375051127947,0.15356012141152622,0.07470213679904567
2021-06-30,0.75793938123447,16.50780981408376,0.2649829812934201,18.33647694707009,0.2999393739774969,0.09575497834148783,0.0779507162788298
2021-07-31,0.7095607773285291,16.421023822365665,0.31823836314863585,18.355221847795363,0.30243419766594776,0.10557237073359887,0.06632123371208028
2021-08-31,0.7505311416777798,16.56810701327321,0.3313918663650672,18.520674008752316,0.30052838534118115,0.05927830179614091,0.06640655771796393
2021-09-30,0.6189561683247888,16.61950496357766,0.41254178543888964,18.92798219200945,0.30128861651602334,0.021469726669108305,0.06833264882053267
2021-10-31,0.6856717908204308,16.563592999473066,0.35242663597046314,18.37705639661346,0.30413201572263104,0.050906186976228604,0.0613391214457055
2021-11-30,0.5286830733351308,16.664649571321974,0.293574600738064,18.494399325983668,0.32075736491433593,0.15732304157475546,0.06361166882142118
2021-12-31,0.5148460397337388,16.807326574265925,0.2737760908765768,18.755690744338857,0.32236668793050854,-0.008954932900996916,0.08570663047606049
2022-01-31,0.5977819811493199,16.67041978937273,0.3514491939107796,18.789179623626737,0.2967489605794206,-0.016682185185491704,0.08432159153556888
2022-02-28,0.6040067491253982,16.688500047291562,0.3107729366107536,18.530973660190643,0.29210876201734304,0.10148117319101985,0.07406704542885807
2022-03-31,0.6607204904734052,16.603087436152222,0.40616780359434856,18.585592139696647,0.2801962651610121,0.09155448443179273,0.0791145382928177
2022-04-30,0.6075291682222671,16.445113253760084,0.509390011522013,18.584302198191814,0.27352299196898705,-0.012418458928862185,0.07769971688744513
2022-05-31,0.6023532037185289,16.49815824497928,0.32036660280227747,18.339845746887242,0.27675532010742293,0.15180006742211338,0.07320028993304559
2022-06-30,0.5746773646902343,16.584371795707554,0.2837859250955374,18.626215904272776,0.29549199814446736,0.15699302574885168,0.09776419477884557
2022-07-31,0.5598839504110003,16.592337273936113,0.2695304510378531,18.340660372210873,0.293278503050963,0.07010373274582068,0.07818103359744878
2022-08-31,0.5000279915986683,16.711897253336133,0.3151600037669312,18.549036901121546,0.28225969776669385,0.002907819623087897,0.09419642435292
2022-09-30,0.5271658739668649,16.58447034544884,0.3002778310877061,18.351486764280175,0.278149178290083,-0.004711656493539825,0.07819246259676634
2022-10-31,0.4964760316777686,16.633318656658517,0.328046225610352,18.334290347572157,0.2836115319290043,0.1100156247417567,0.08358410470642175
2022-11-30,0.5917361848645588,16.743060836619655,0.2665243406889674,18.586361516427747,0.28892798832245437,0.06481646876204958,0.08507768302221161
2022-12-31,0.5524567715539941,16.657093648717645,0.27614628611366454,18.45855153053761,0.28665634702572923,0.025753141886657893,0.07682827814922155
2023-01-31,0.5568855702092625,16.65304778652591,0.21087790078507399,18.32176381056006,0.2878397993852013,0.11577839858351337,0.07662003003154275
2023-02-28,0.5550279258714934,16.63515752772122,0.2118195322480872,18.435866542614942,0.2930269508608705,-0.012133453034060345,0.06914805376392001
2023-03-31,0.5728602021488107,16.45981101332136,0.25582171758719147,18.434208399472336,0.2852140850619117,-0.004072072199512059,0.054264659971616135
2023-04-30,0.6064576857067927,16.421003263139635,0.3372879671463273,18.59304659882263,0.2754015686551613,0.010253030842267356,0.05353016853684249
2023-05-31,0.639945685912787,16.312930574170537,0.28899492866890436,18.411949972613094,0.27530536847235987,0.09340910110945144,0.050181843697294316
2023-06-30,0.6807713268686781,16.31013888674247,0.28894044640946737,18.21869098967492,0.2901656697314772,0.0581574691825124,0.04939094430564725
2023-07-31,0.6571405669626237,16.534920655533565,0.23496304087499564,18.24070736008533,0.2903836759325137,0.01543355172092931,0.04860613607534234
2023-08-31,0.7263712654387863,16.50894085298583,0.2623637661236423,18.30897283827145,0.29104708483141867,0.10412767665960689,0.05523866136975886
2023-09-30,0.7382874193022615,16.545706951670958,0.22078127473882064,18.150329959766538,0.3039537422755313,-0.009797550547269912,0.05053290678232961
2023-10-31,0.8062646328058896,16.523391989297792,0.29459246625556773,18.211114919120124,0.304647529838118,0.11248483554780914,0.04376851722399583
2023-11-30,0.6651954609888885,16.499983312374276,0.20129651359783943,18.235929402988752,0.3124786041934954,0.10649843098786814,0.0405539273735374
2023-12-31,0.6873409441033109,16.398245489426458,0.23546925349604308,18.21907911711347,0.3221659686118199,0.06100015611963429,0.04963773894782644
2024-01-31,0.45204879552426963,16.302141516200933,0.37758375616125006,18.337972369839036,0.29767991639818153,-0.1265841861576416,0.04551069930558426
2024-02-29,0.48202079003340126,16.51792486464587,0.5529984429240575,18.824376811683962,0.2988368672678711,0.005458860263425791,0.04813148938835714
2024-03-31,0.5248391841864246,16.462021399772134,0.2804612833584525,18.553873381728977,0.3017820253061685,0.022197361726643595,0.04368658840537817
2024-04-30,0.5201499076425738,16.527594960810998,0.3839458945056679,18.76511584829663,0.2891123615299306,-0.04591377076063636,0.04954187297369196
2024-05-31,0.5149603447069427,16.568884975454676,0.2643147200729006,18.633764675407377,0.2847138985823822,0.0649914386910678,0.057563081449676465
2024-06-30,0.6079864844304775,16.322417591062383,0.31908383259112094,18.30788721784265,0.28995034874664827,0.03469882592796475,0.0531015865821013
2024-07-31,0.5896237690240713,16.24561751719895,0.3460638187130173,18.160204447950104,0.2993598076727165,0.1429123320757194,0.045799609673537175
2024-08-31,0.5944111667467813,16.17250406361035,0.28844744876703177,18.070790220902154,0.29977805957413856,0.027986702603617596,0.05301099553812413
2024-09-30,0.7217455825934121,16.314709448996133,0.45974824462948544,18.356686732074518,0.30629668133630494,0.18432227804814555,0.050994594234421216
2024-10-31,0.622092989527144,16.41040715880947,0.5315243381474312,19.172144507053382,0.32535246798641826,0.22543792120795528,0.04822991123889947
2024-11-30,0.5765388176466695,16.536473940938087,0.3700168392315934,19.20355719507835,0.3244871703864464,0.08121612229621843,0.04508335524193258
2024-12-31,0.5326096725935143,16.614951064578158,0.3309222720255334,19.178498797444743,0.3220413703185745,-0.11522697263035667,0.0436625757998519
2025-01-31,0.5896090770458683,16.54771928520654,0.3270195370779068,18.735097892815652,0.32215344353139314,0.06857665933695309,0.049555910735417825
2025-02-28,0.5503446494520667,16.500156593211894,0.29974791287205943,18.983078511610564,0.3291109732705805,0.24660978352737084,0.04928755686571712
2025-03-31,0.5423933210917845,16.53350179442522,0.25886924135276107,18.993423433873545,0.3255272901105424,-0.028551372242986768,0.0487791611209628
2025-04-30,0.5726157785246729,16.445181805857253,0.47830759017067004,18.90146021242435,0.3301776338963605,0.09466295532345145,0.05526065504336453
2025-05-31,0.5979351425748232,16.5298661851755,0.22787031083072506,18.74698803855757,0.3351038608045817,0.10581840349485588,0.04925317654228764
2025-06-30,0.6138221393667025,16.615731674534967,0.21568071592406213,18.830650711319585,0.33730515904192415,0.19323278977435135,0.048298879335552165
2025-07-31,0.6285914820824602,16.58523387761681,0.24113505140731956,19.101663076091278,0.31737613049635005,0.005400573859054323,0.039307443157318815
2025-08-31,0.7096845117879163,16.528337212538602,0.27357567283529505,19.326351852948328,0.30647195810520156,0.09033477835055002,0.05487562855949372
2025-09-30,0.3928740428739723,16.4746562223367,0.2892278272162913,19.20053999270393,0.29628049106926047,0.08152366422973034,0.05543819852083495
2025-10-31,0.45917820125121117,16.501984768514372,0.3043758049865608,19.1447243007841,0.28917890992256634,0.008688669514595721,0.054392224031721184
2025-11-30,0.48527579953373434,16.46069825112779,0.2879587647831809,19.025668802466626,0.2867843111424629,0.046850818722327985,0.048287016401672746
