industry,period,sample_count,mean_rank_ic,g10_minus_g1_return,average_turnover,average_net_return_20bps,average_net_return_50bps,months,retrospective_change_vs_prior
F52,retrospective_test,1817,0.14120982889618644,0.024816040118510855,0.656055900621118,0.02219181651602638,0.01825548111229967,23,-0.018951720135238073
F52,selection,1801,0.16962155988680663,0.05530061323094918,0.6108630952380952,0.05285716084999681,0.049191982278568226,24,-0.018951720135238073
G54,development,402,0.17605253348825833,0.04496595301267384,0.7647058823529411,0.04190712948326207,0.03731889418914442,17,-0.03904061248643105
G54,retrospective_test,625,0.07464879459673492,0.02130961090268056,0.6363636363636364,0.01876415635722601,0.014945974539044197,22,-0.03904061248643105
G54,selection,506,0.1850259048489808,0.07573449376554939,0.6491228070175439,0.07313800253747921,0.06924326569537394,19,-0.03904061248643105
G55,development,874,0.0843257565683195,0.0010768944008283745,0.7567567567567568,-0.0019501326261986535,-0.006490673166739194,37,-0.02432781133906702
G55,retrospective_test,677,0.10733753055564162,-0.022668416062058987,0.6159420289855072,-0.025132184178001015,-0.028827836351914056,23,-0.02432781133906702
G55,selection,667,0.14214906726229692,0.0022418961531876897,0.6736111111111112,-0.0004525482912567542,-0.00449421495792342,24,-0.02432781133906702
I64,development,2567,0.12926887060624961,0.03113620231776712,0.5083333333333334,0.029102868984433785,0.026052868984433788,48,0.0072276709439128214
I64,retrospective_test,1389,0.19024619755735356,0.055803271032654665,0.6014492753623188,0.053397473931205384,0.049788778279031484,23,0.0072276709439128214
I64,selection,1408,0.21264677806492782,0.06601499785971657,0.6125,0.06356499785971657,0.05988999785971657,24,0.0072276709439128214
I65,development,8793,0.09714638464546221,0.026755344334796403,0.5905557315169351,0.024393121408728666,0.020849787019627055,48,-0.0015934098607553772
I65,retrospective_test,6904,0.14460651354281875,0.02244791608324077,0.534283117657761,0.02031078361260973,0.01710508490666316,23,-0.0015934098607553772
I65,selection,6187,0.14423031695288066,0.021327307553195896,0.5554264967083558,0.01910560156636247,0.01577304258611234,24,-0.0015934098607553772
J66,development,1510,0.09987053284673547,0.0016251931891687738,0.4791666666666667,-0.0002914734774978935,-0.003166473477497893,48,-0.0032015454510363386
J66,retrospective_test,965,0.08689610101358851,0.008269590845630413,0.5869565217391305,0.005921764758673891,0.0024000256282391075,23,-0.0032015454510363386
J66,selection,988,0.1642026837786906,0.02131707940416473,0.5625,0.019067079404164727,0.015692079404164727,24,-0.0032015454510363386
J67,development,2207,0.14050528599508133,0.02406497506008386,0.646875,0.02147747506008386,0.017596225060083858,48,-0.02173108533003925
J67,retrospective_test,1291,0.18213783288351268,0.0006436612239859458,0.5565217391304348,-0.0015824257325357945,-0.004921556167318405,23,-0.02173108533003925
J67,selection,1324,0.14118953532519776,0.020684518047966532,0.4916666666666667,0.018717851381299867,0.015767851381299866,24,-0.02173108533003925
K70,development,3904,0.1076618461072883,0.012694662550372602,0.6441881613756614,0.010117909904869955,0.0062527809366159865,48,-0.015713647780464482
K70,retrospective_test,1874,0.11740654298950186,0.014978108608766158,0.5261387163561076,0.012873553743341728,0.00971672144520508,23,-0.015713647780464482
K70,selection,2266,0.23151462745181195,0.04868885022808867,0.615625,0.04622635022808868,0.04253260022808867,24,-0.015713647780464482
L72,development,1824,0.11620645950250776,0.032152779846052866,0.6215277777777778,0.029666668734941753,0.02593750206827509,48,-0.0045127213515013045
L72,retrospective_test,1167,0.10224387690045118,0.02333866006120127,0.5869565217391305,0.020990833974244748,0.01746909484380996,23,-0.0045127213515013045
L72,selection,1178,0.13426899883332044,0.02354998297935228,0.5166666666666667,0.021483316312685612,0.01838331631268561,24,-0.0045127213515013045
M73,retrospective_test,503,0.03418248703534633,0.019399065526152132,0.5476190476190477,0.01720858933567594,0.013922875049961652,21,-0.03987888371531659
M73,selection,255,0.09517819858988986,0.059277949241468716,0.6363636363636364,0.056732494696014164,0.05291431287783235,11,-0.03987888371531659
M74,development,1435,0.11538677136255078,0.017786405970799907,0.723404255319149,0.01489278894952331,0.010552363417608417,47,0.04236498632480622
M74,retrospective_test,1396,0.17719790716067615,0.05215484485778434,0.6904761904761905,0.049392940095879585,0.04525008295302244,23,0.04236498632480622
M74,selection,1183,0.1306917571021838,0.0017933110951563389,0.6749999999999999,-0.0009066889048436633,-0.004956688904843662,24,0.04236498632480622
N77,development,1445,0.18186944033551028,0.036926386713610114,0.7240740740740741,0.03403009041731381,0.02968564597286937,45,-0.03806356817535729
N77,retrospective_test,940,0.1162213832707171,0.0027691235307318223,0.5318840579710145,0.0006415872988477626,-0.0025497170489783235,23,-0.03806356817535729
N77,selection,993,0.18532494816736542,0.044738996698568116,0.5979166666666667,0.04234733003190145,0.03875983003190145,24,-0.03806356817535729
N78,retrospective_test,20,0.13684210526315788,-0.021387448813029147,1.0,-0.025387448813029147,-0.03138744881302915,1,
R85,development,104,0.18805194805194805,0.02053715682341569,0.7,0.017737156823415687,0.013537156823415691,5,0.025202007575517896
R85,retrospective_test,542,0.13105815705989302,0.026232986492801157,0.5714285714285714,0.02394727220708687,0.020518700778515444,21,0.025202007575517896
R85,selection,413,0.15082473009118239,-0.018475198988849167,0.6875,-0.02122519898884917,-0.025350198988849174,16,0.025202007575517896
R86,development,682,0.21049102499331332,0.05266852899304851,0.53125,0.05054352899304851,0.047356028993048506,32,0.006775638269970099
R86,retrospective_test,489,0.15823100886776145,0.030716496803814563,0.41304347826086957,0.029064322890771085,0.026586062021205864,23,0.006775638269970099
R86,selection,395,0.12548697171122802,-0.0047868119253595826,0.5555555555555556,-0.007009034147581807,-0.010342367480915143,18,0.006775638269970099
